data_iniSE,SE,casos_est,casos_est_min,casos_est_max,casos,p_rt1,p_inc100k,Localidade_id,nivel,id,versao_modelo,municipio_nome,tweet,Rt,pop,tempmin,umidmax,receptivo,transmissao,nivel_inc,umidmed,umidmin,tempmed,tempmax,casprov,casprov_est,casprov_est_min,casprov_est_max,casconf,notif_accum_year
1778371200000,202619,16.0,6,34,2,0.6093892,3.0553944,0,2,330330220261920592,2026-05-19,Niterói,,1.1043836,523664,,,1,0,1,,,,,2,,,,,4207
1777766400000,202618,14.0,8,24,7,0.47247827,2.67347,0,1,330330220261820592,2026-05-19,Niterói,,0.97477394,523664,23.6382571428571,78.5829714285714,1,0,1,78.5829714285714,78.5829714285714,23.6382571428571,23.6382571428571,6,,,,,4207
1777161600000,202617,16.0,13,22,13,0.5438217,3.0553944,0,1,330330220261720592,2026-05-19,Niterói,,1.0395352,523664,24.8550142857143,82.0447714285714,1,0,1,82.0447714285714,82.0447714285714,24.8550142857143,24.8550142857143,10,,,,,4207
1776556800000,202616,12.0,10,16,10,0.25548416,2.2915456,0,1,330330220261620592,2026-05-19,Niterói,,0.78008306,523664,20.0593428571429,94.5786,0,0,1,75.983,52.7868428571429,23.6016714285714,27.7604428571429,10,,,,,4207
1775952000000,202615,16.0,15,19,15,0.72196215,3.0553944,0,1,330330220261520592,2026-05-19,Niterói,,1.2417682,523664,20.3569,94.0524142857143,0,0,1,77.5775714285714,56.1565142857143,23.6463714285714,27.6214,11,,,,,4207
1775347200000,202614,19.0,19,22,19,0.9532426,3.6282806,0,1,330330220261420592,2026-05-19,Niterói,,1.87208,523664,22.6132571428571,91.5577142857143,0,1,1,76.2063,57.0380571428571,25.6170142857143,29.1369714285714,15,,,,,4207
1774742400000,202613,11.0,11,13,11,0.704722,2.1005836,0,1,330330220261320592,2026-05-19,Niterói,,1.2691493,523664,22.2744142857143,95.2241142857143,0,0,1,78.4266285714286,56.3285,25.6021714285714,29.7223857142857,9,,,,,4207
1774137600000,202612,11.0,11,13,11,0.7346747,2.1005836,0,1,330330220261220592,2026-05-19,Niterói,,1.3239108,523664,21.6516,95.0669,0,0,1,78.2803285714286,58.1708,25.3412571428571,29.3766571428571,7,,,,,4207
1773532800000,202611,6.0,6,7,6,0.32405347,1.1457728,0,1,330330220261120592,2026-05-19,Niterói,,0.78618556,523664,21.0958857142857,97.4352142857143,0,0,0,81.5925428571429,59.3783714285714,24.5183857142857,28.7853714285714,4,,,,,4207
1772928000000,202610,11.0,11,11,11,0.79743725,2.1005836,0,1,330330220261020592,2026-05-19,Niterói,,1.4647169,523664,22.5514,94.9455428571429,0,0,1,86.9404,74.7027714285714,24.1805,26.1611285714286,7,,,,,4207
1772323200000,202609,6.0,6,6,6,0.34397152,1.1457728,0,1,330330220260920592,2026-05-19,Niterói,,0.8080977,523664,21.3621571428571,92.1431285714286,0,0,0,78.5156142857143,63.9502142857143,24.1074857142857,27.4032428571429,3,,,,,4207
1771718400000,202608,7.0,7,7,7,0.55013144,1.336735,0,2,330330220260820592,2026-05-19,Niterói,,1.0686393,523664,23.6134285714286,93.7274857142857,1,0,1,83.7469857142857,71.1157285714286,25.3664571428571,27.7223,2,,,,,4207
1771113600000,202607,10.0,10,10,10,0.8660483,1.9096215,0,2,330330220260720592,2026-05-19,Niterói,,1.739553,523664,23.7571,93.3539428571429,1,0,1,78.6869714285714,61.2739571428571,26.9141,30.62,6,,,,,4207
1770508800000,202606,4.0,4,4,4,0.450663,0.7638486,0,1,330330220260620592,2026-05-19,Niterói,,0.9215708,523664,23.1019,93.9256285714286,1,0,0,81.6581,64.9426,25.8096714285714,29.0588714285714,3,,,,,4207
1769904000000,202605,8.0,8,8,8,0.91369355,1.5276972,0,1,330330220260520592,2026-05-19,Niterói,,2.2293477,523664,24.1099428571429,94.7046142857143,1,0,1,82.7667428571429,64.8694428571429,26.6755428571429,30.3883,5,,,,,4207
1769299200000,202604,4.0,4,4,4,0.43011,0.7638486,0,1,330330220260420592,2026-05-19,Niterói,,0.89124763,523664,22.9456428571429,94.0587714285714,0,0,0,81.4339571428571,65.3243857142857,25.6609285714286,29.0834857142857,2,,,,,4207
1768694400000,202603,1.0,1,1,1,0.033169333,0.19096215,0,1,330330220260320592,2026-05-19,Niterói,,0.20349994,523664,21.991,90.1381857142857,0,0,0,78.5369,65.6131142857143,23.8767571428571,26.1543714285714,0,,,,,4207
1768089600000,202602,6.0,6,6,6,0.69401145,1.1457728,0,1,330330220260220592,2026-05-19,Niterói,,1.3544079,523664,23.7905285714286,86.8864142857143,1,0,0,63.6297857142857,37.8105285714286,28.4867857142857,34.1016428571429,3,,,,,4207
1767484800000,202601,6.0,6,6,6,0.69661945,1.1457728,0,1,330330220260120592,2026-05-19,Niterói,,1.3609176,523664,22.4842571428571,90.3228714285714,0,0,0,74.8532714285714,56.1174714285714,25.4681,29.0987,3,,,,,4207
1766880000000,202553,3.0,3,3,3,0.23659365,0.5728864,0,1,330330220255320592,2026-05-19,Niterói,,0.61225474,523664,25.5910714285714,88.8549857142857,1,0,0,69.3491,48.6937857142857,28.7846857142857,33.5249,1,,,,,4207
1766275200000,202552,5.0,5,5,5,0.46348768,0.95481074,0,1,330330220255220592,2026-05-19,Niterói,,0.9465923,523664,23.0529428571429,92.4581,1,0,0,69.1525714285714,42.4816428571429,27.6938142857143,33.271,3,,,,,4207
1765670400000,202551,4.0,4,4,4,0.3763624,0.7638486,0,1,330330220255120592,2026-05-19,Niterói,,0.8171003,523664,22.6923285714286,92.2007428571429,0,0,0,80.5349571428572,65.4198428571429,25.1288142857143,28.6063714285714,1,,,,,4207
1765065600000,202550,7.0,7,7,7,0.7998575,1.336735,0,1,330330220255020592,2026-05-19,Niterói,,1.6308601,523664,23.5959857142857,87.4446142857143,1,0,1,70.3227285714286,49.7542857142857,27.0858285714286,31.9121571428571,4,,,,,4207
1764460800000,202549,4.0,4,4,4,0.5408298,0.7638486,0,1,330330220254920592,2026-05-19,Niterói,,1.0723646,523664,21.3485,92.6693857142857,0,0,0,74.7913571428571,52.2769571428571,24.6404142857143,29.2956142857143,2,,,,,4207
1763856000000,202548,5.0,5,5,5,0.71005976,0.95481074,0,1,330330220254820592,2026-05-19,Niterói,,1.4401261,523664,20.4474714285714,91.5641,0,0,0,76.5780857142857,56.9452,23.0999428571429,26.8700142857143,1,,,,,4207
1763251200000,202547,3.0,3,3,3,0.36323258,0.5728864,0,1,330330220254720592,2026-05-19,Niterói,,0.7771337,523664,20.9072,90.9864714285714,0,0,0,73.3275571428571,50.5938857142857,24.4091857142857,29.1112714285714,1,,,,,4207
1762646400000,202546,4.0,4,4,4,0.39456964,0.7638486,0,1,330330220254620592,2026-05-19,Niterói,,0.8414725,523664,18.6065,90.0063571428571,0,0,0,70.9376857142857,52.1621285714286,22.0441571428571,26.0031714285714,1,,,,,4207
1762041600000,202545,2.0,2,2,2,0.11472466,0.3819243,0,1,330330220254520592,2026-05-19,Niterói,,0.4070765,523664,20.8551428571429,93.3067428571429,0,0,0,79.8037571428571,61.9654571428571,23.7220571428571,28.2819714285714,2,,,,,4207
1761436800000,202544,7.0,7,7,7,0.7265074,1.336735,0,1,330330220254420592,2026-05-19,Niterói,,1.4023619,523664,19.9399428571429,94.1581285714286,0,0,1,78.0540714285714,55.8285142857143,23.3784857142857,28.4581428571429,4,,,,,4207
1760832000000,202543,4.0,4,4,4,0.30748746,0.7638486,0,1,330330220254320592,2026-05-19,Niterói,,0.7302315,523664,16.7520571428571,86.8908428571429,0,0,0,71.9415714285714,54.8580285714286,19.5546285714286,22.9463142857143,0,,,,,4207
1760227200000,202542,5.0,5,5,5,0.45836487,0.95481074,0,1,330330220254220592,2026-05-19,Niterói,,0.93940866,523664,20.5401714285714,94.4056714285714,0,0,0,76.8328428571429,55.3683,24.1000857142857,28.9581571428571,3,,,,,4207
1759622400000,202541,5.0,5,5,5,0.66319543,0.95481074,0,1,330330220254120592,2026-05-19,Niterói,,1.312253,523664,19.5610142857143,90.4883571428571,0,0,0,75.0594714285714,56.9634142857143,22.5885142857143,26.6855857142857,1,,,,,4207
1759017600000,202540,8.0,8,8,8,0.95888627,1.5276972,0,1,330330220254020592,2026-05-19,Niterói,,2.9809408,523664,18.1952857142857,85.9527428571429,0,1,1,67.4528571428571,43.8918571428571,22.5028142857143,28.401,4,,,,,4207
1758412800000,202539,2.0,2,2,2,0.35116103,0.3819243,0,1,330330220253920592,2026-05-19,Niterói,,0.72435266,523664,18.4624571428571,88.0174857142857,0,0,0,67.1983,46.4779714285714,22.0699714285714,26.2624857142857,2,,,,,4207
